N-QWNZH,-0.9009381318652095,201404300815
N-LETTK,-1.263020203328888,201404300815
N-8HOVD,-1.7482555933371529,201404300815
N-2GWON,-1.3717426141897777,201404300815
N-SCK04,-1.0614616613219752,201404300815
N-6PFYW,-0.03128790080169101,201404300815
N-TZD20,-0.8203954222043047,201404300815
N-UFCUA,0.2536580467640717,201404300815
N-WRYAZ,-1.6295444386583953,201404300815
N-3IK0Y,-1.3955691722242054,201404300815
N-JQ338,1.170798865371803,201404300815
N-Y47X6,-0.5128660555156468,201404300815
N-GRDHN,-0.35127349118192885,201404300815
N-2Z2WK,-2.651040225057969,201404300815
null,-1.7855808729358749,201404300815
N-L04BJ,-1.1691622922460019,201404300815
N-Y47X6,0.4992334078184451,201404302038
N-3IK0Y,-0.364986579794384,201404302038
N-L04BJ,0.4807279150365634,201404302038
N-UFCUA,-0.9581210001830418,201404302038
N-LETTK,-1.2267305628113396,201404302038
N-6PFYW,0.27966151181817683,201404302038
null,-0.054911473819193375,201404302038
N-2GWON,-0.2990200953305794,201404302038
N-SCK04,-0.4104289929630299,201404302038
N-8HOVD,-1.251700723338117,201404302038
N-QWNZH,-0.3845826046258991,201404302038
N-2Z2WK,1.4988495408506295,201404302038
N-TZD20,-1.662588752034655,201404302038
N-GRDHN,-0.7083495464744383,201404302038
N-JQ338,0.7507903057337726,201404302038
N-WRYAZ,-0.7646496162129071,201404302038
N-Y47X6,0.6183271095194468,201404302039
N-3IK0Y,0.1735670699659429,201404302039
N-L04BJ,1.0068041639799943,201404302039
N-UFCUA,0.7579868005128358,201404302039
N-SCK04,0.8257554609675503,201404302039
N-2GWON,1.1258276977953305,201404302039
N-8HOVD,1.0102501457618438,201404302039
N-QWNZH,0.4624624669327898,201404302039
N-LETTK,0.6958482935426303,201404302039
N-2Z2WK,-0.11186835520573266,201404302039
N-GRDHN,-0.978209163879077,201404302039
N-TZD20,-1.1072550979282387,201404302039
N-6PFYW,-0.9254846354075408,201404302039
null,0.8148984152287704,201404302039
N-WRYAZ,2.747297641807836,201404302039
N-JQ338,0.4877657909719747,201404302039
