N-L04BJ,1.7006766970342815,201403220638,-0.36491731214931006
N-SCK04,-0.17732269034052123,201403220638,0.03641775529464795
N-QWNZH,-0.1642343179055442,201403220638,0.040545328541488776
N-TZD20,-1.3951983464003903,201403220638,0.19021472017134572
N-2Z2WK,-1.7314405156807104,201403220638,-0.31389764602844916
N-3IK0Y,2.075062411609478,201403220638,-0.64917351440085
N-QWNZH,-0.1642343179055442,201403220638,0.03403057410174519
N-TZD20,-1.3951983464003903,201403220638,-0.02164518009884876
N-L04BJ,1.7006766970342815,201403220638,0.10624166664168241
N-3IK0Y,2.075062411609478,201403220638,-0.7186477520750132
N-LETTK,0.6937018920545661,201403220638,-0.08291950122638597
N-H563T,-0.28234801313940555,201403220638,0.056747228190143724
N-6PFYW,-1.1260429155929481,201403220638,0.06203937500030048
N-3IK0Y,2.075062411609478,201403220638,-0.2327079315737388
N-Y47X6,-1.2943457455969938,201403220638,-0.10234831898396002
N-TZD20,-1.3951983464003903,201403220638,-0.10905382132767816
N-H563T,-0.28234801313940555,201403220638,-5.856860567388628E-4
N-Y47X6,-1.2943457455969938,201403220638,0.017254105750471586
N-QWNZH,-0.1642343179055442,201403220638,0.0077642980688536764
N-H563T,-0.28234801313940555,201403220638,-0.021760085739742637
N-2GWON,0.4679762929576685,201403220638,-0.06185176861899572
N-8HOVD,-0.03721706389113577,201403220638,0.013059725798133809
N-Y47X6,-1.2943457455969938,201403220638,-0.1160156858793003
N-QWNZH,-0.1642343179055442,201403220638,-0.018562359274291472
N-6PFYW,-1.1260429155929481,201403220638,0.18261638227681776
N-2GWON,0.4679762929576685,201403220638,-0.037120734832922685
N-JQ338,1.2224799134564661,201403220638,-0.0786160009593946
N-SCK04,-0.17732269034052123,201403220638,-0.0050328091041042695
N-WRYAZ,1.1042102924152977,201403220638,-0.32633599667585383
N-8HOVD,-0.03721706389113577,201403220638,0.00723132497018565
N-L04BJ,1.7006766970342815,201403220638,-0.06719386087656695
N-2Z2WK,-1.7314405156807104,201403220638,0.07042512268984787
N-TZD20,-1.3951983464003903,201403220638,-0.005022264869933433
N-UFCUA,-0.29114990842834665,201403220638,-0.003928141788249027
N-GRDHN,-0.6064382206996778,201403220638,0.125255359717492
N-8HOVD,-0.03721706389113577,201403220638,-8.255005860721767E-4
N-Y47X6,-1.2943457455969938,201403220638,-0.0782327450148199
N-QWNZH,-0.1642343179055442,201403220638,-0.005686671840181276
N-UFCUA,-0.29114990842834665,201403220638,0.02346359203288649
N-JQ338,1.2224799134564661,201403220638,-0.09197152020481823
N-SCK04,-0.17732269034052123,201403220638,0.024474302198218157
N-H563T,-0.28234801313940555,201403220638,-0.007326382345559694
N-6PFYW,-1.1260429155929481,201403220638,0.28581875516026456
N-2Z2WK,-1.7314405156807104,201403220638,-0.059064017904577916
N-Y47X6,-1.2943457455969938,201403220638,-0.05665525258991224
N-QWNZH,-0.1642343179055442,201403220638,0.026628363230143195
N-LETTK,0.6937018920545661,201403220638,-0.11398903541483886
N-2Z2WK,-1.7314405156807104,201403220638,-0.058060052635431326
N-H563T,-0.28234801313940555,201403220638,0.036141173641315284
N-TZD20,-1.3951983464003903,201403220638,-0.19758442339947402
N-6PFYW,-1.1260429155929481,201403220638,-0.13358187734596272
N-GRDHN,-0.6064382206996778,201403220638,0.05954573343126936
N-SCK04,-0.17732269034052123,201403220638,0.02208733788822658
N-QWNZH,-0.1642343179055442,201403220638,0.009690529369070545
N-UFCUA,-0.29114990842834665,201403220638,0.03534613286441567
N-L04BJ,1.7006766970342815,201403220638,-0.2821885855518443
N-SCK04,-0.17732269034052123,201403220638,0.014419395063523043
N-H563T,-0.28234801313940555,201403220638,0.05476101865705483
N-6PFYW,-1.1260429155929481,201403220638,0.24646591280593813
N-GRDHN,-0.6064382206996778,201403220638,0.08567990859486045
N-QWNZH,-0.1642343179055442,201403220638,0.016972247947349875
N-LETTK,0.6937018920545661,201403220638,-0.07762920342664509
N-UFCUA,-0.29114990842834665,201403220638,0.023240043622899793
