 N-UFCUA,-0.29114990842834665,201403220638
N-GRDHN,-0.6064382206996778,201403220638
N-2GWON,0.4679762929576685,201403220638
N-8HOVD,-0.03721706389113577,201403220638
N-L04BJ,1.7006766970342815,201403220638
N-2Z2WK,-1.7314405156807104,201403220638
N-3IK0Y,2.075062411609478,201403220638
N-Y47X6,-1.2943457455969938,201403220638
N-JQ338,1.2224799134564661,201403220638
N-SCK04,-0.17732269034052123,201403220638
N-QWNZH,-0.1642343179055442,201403220638
N-LETTK,0.6937018920545661,201403220638
N-H563T,-0.28234801313940555,201403220638
N-WRYAZ,1.1042102924152977,201403220638
N-TZD20,-1.3951983464003903,201403220638
N-6PFYW,-1.1260429155929481,201403220638
